Status,VendorCode,VendorName,JV Date,InvoiceNo,"InvoiceDate ",Description,InvoiceAmt,Total GST,IGSTAmount,CGSTAmount,SGSTAmount,TdsAmount,Payable,ExpenseCode,RoundOff,Invoice Created By
"Bill Approved,JV Posted",SC96,SIFY DIGITAL SERVICES LIMITED,2025-04-29,INTN2449672,2025-04-29,"SIFY-INTN2449672,Leaseline charges Other ISP Links Other ISP Links-Recurring charges period 24/01/2025 to 31/03/2025 tcl chennai",15529.68,2795.36,0.00,1397.68,1397.68,311.00,18014.04,EXP011,0.00,elakiya.r@flattrade.in
"Bill Approved,JV Posted",SC96,SIFY DIGITAL SERVICES LIMITED,2025-04-29,INMH2445953,2025-04-29,"SIFY-INMH2445953,Leaseline charges Other ISP Links Other ISP Links-Recurring charges  mumbai airtel period 01/01/2025 to 31/03/2025",7080.66,1274.52,0.00,637.26,637.26,142.00,8213.18,EXP011,0.00,elakiya.r@flattrade.in
Rejected,SC96,SIFY DIGITAL SERVICES LIMITED,2025-04-29,INTN2446545,2025-04-29,"SIFY-INTN2446545,Leaseline charges Other ISP Links Other ISP Links-Recurring charges period of 01/01/2025  to 31/03/2025
tcl chennai",11404.60,2052.84,0.00,1026.42,1026.42,228.00,13229.44,EXP011,0.00,elakiya.r@flattrade.in
Rejected,SC96,SIFY DIGITAL SERVICES LIMITED,2025-04-29,INDL247988,2025-04-29,"SIFY-INDL247988,Leaseline charges Other ISP Links Other ISP Links - Recurring charges period of 01/04/2025 to 30/06/2025
delhi airtel",5443.04,979.76,0.00,489.88,489.88,109.00,6313.80,EXP011,0.00,elakiya.r@flattrade.in
Rejected,SC96,SIFY DIGITAL SERVICES LIMITED,2025-04-29,INMH2450971,2025-04-29,"SIFY-INDL247988,Leaseline charges Other ISP Links Other ISP Links - Recurring charges Period 01/04/2025 to 30/06/2025",7159.34,1288.68,0.00,644.34,644.34,143.00,8305.02,EXP011,0.00,elakiya.r@flattrade.in
BankFile Generated,SC96,SIFY DIGITAL SERVICES LIMITED,2025-04-29,INTN2449673,2025-04-29,"SIFY-INTN2449673,Leaseline charges Other ISP Links Other ISP Links - Recurring charges PERIOD 01-APR-01 To 31-JUL-30 CHENNAI TCL",32623.88,5872.32,0.00,2936.16,2936.16,652.00,37844.20,EXP011,0.00,elakiya.r@flattrade.in
Level 2 Approved,SC110,NETCORE CLOUD PRIVATE LIMITED,2025-06-01,260211258,2025-06-01,"NETCORE-MAIL,Google workspace business Starter 11/04/2025 TO 10/05/2025",4225.00,760.50,760.50,0.00,0.00,85.00,4901.00,EXP079,0.50,shaji@flattrade.in
Rejected,SC113,TICKER DATA,2024-04-04,MH2425100001,2024-04-04,"TICKER-ADVANCE,25%% Advance against po FCPL/01/24-24",675000.00,121500.00,121500.00,0.00,0.00,0.00,796500.00,LOAN,0.00,shaji@flattrade.in
BankFile Generated,SC114,ARIVAZHAGAN ACCESS CARD CAMERA,2024-05-09,09052024,2024-05-09,"ARIVAZHAGAN-ACCESCARD,Access card purchased",5100.00,0.00,0.00,0.00,0.00,0.00,5100.00,EXP007,0.00,shaji@flattrade.in
BankFile Generated,SC112,ASSOCIATION OF NATIONAL EXCHANGES MEMBERS OF INDIA,2024-05-22,PFINS/24-25/002,2024-05-22,"ANMI-MEMBERFEE,ANMI Membership fee",6600.00,1188.00,1188.00,0.00,0.00,0.00,7788.00,EXP026,0.00,shaji@flattrade.in
BankFile Generated,SC112,ASSOCIATION OF NATIONAL EXCHANGES MEMBERS OF INDIA,2024-05-29,2,2024-05-29,"ANMI-MEMBERFEE,ANMI membership fee 2024-2025",16000.00,2880.00,0.00,1440.00,1440.00,0.00,18880.00,EXP026,0.00,shaji@flattrade.in
BankFile Generated,SC112,ASSOCIATION OF NATIONAL EXCHANGES MEMBERS OF INDIA,2024-05-22,PFINS/24-25/002-1,2024-05-22,"ANMI-INSURANCEFEE,ANMI Insurance fee  Total amt 3000 Revision in the Indemnity insurance policy.Additional payment  Rs.2832.",2400.00,432.00,0.00,216.00,216.00,0.00,2832.00,EXP003,0.00,shaji@flattrade.in
BankFile Generated,SC116,DAIKIN AIRCONDITIONING INDIA PVT LTD-JABALPUR,2024-06-19,19062024,2024-06-19,"DAIKIN-ACSERVICE,AC Service for jabalpur branch",2000.00,0.00,0.00,0.00,0.00,0.00,2000.00,EXP085,0.00,shaji@flattrade.in
BankFile Generated,SC117,S K POWER SYSTEMS,2024-07-10,153/24-25,2024-07-10,"SKPOWER-GENREPAIR, generator Repair and maintenance chennai HO",19430.00,3497.40,0.00,1748.70,1748.70,0.00,22927.40,EXP085,0.00,shaji@flattrade.in
BankFile Generated,SC119,NIXBASE TECHNOLOGY,2024-07-22,PRO/23-24/042,2024-07-22,"NIXBASE-MAILSERVER,Mail server support with 100 gb one year 1/08/2024 to 31/07/2025",30000.00,5400.00,0.00,2700.00,2700.00,600.00,34800.00,AMC,0.00,shaji@flattrade.in
BankFile Generated,SC120,RELIANCE JIO INFOCOMM LTD,2024-07-02,C33E242500048956,2024-07-02,"JIO-LEASELINE,Leaseline charges chennai HO period of 01/07/2024 to 30/09/2024 OTC charges-5000",89670.31,16140.66,0.00,8070.33,8070.33,1793.00,104017.97,EXP011,0.00,shaji@flattrade.in
BankFile Generated,SC120,RELIANCE JIO INFOCOMM LTD,2024-07-02,C33E242500048956,2024-07-02,"JIO-LEASELINE,Leaseline charges chennai HO period of 01/07/2024 to 30/09/2024 OTC charges-5000",89670.31,16140.66,0.00,8070.33,8070.33,1793.00,104017.97,EXP011,0.00,shaji@flattrade.in
BankFile Generated,SC118,FINSPOT TECHNOLOGY SOLUTIONS PVT LTD,2024-07-19,INV-002259,2024-07-19,"FINSPOT-SITE,software expenses primary near and far site",350000.00,63000.00,63000.00,0.00,0.00,7000.00,406000.00,EXP006,0.00,shaji@flattrade.in
BankFile Generated,SC111,NOMOLOGY TECHNOLOGY PVT. LTD,2024-07-25,CNSA0117-24-0061,2024-07-25,"NTPL-LEGALFEES,Legal fees",1560.00,280.80,280.80,0.00,0.00,0.00,1841.00,EXP015,0.20,shaji@flattrade.in
BankFile Generated,SC121,ALPHA BUSINESS SOLUTIONS PRIVATE LIMITED,2024-07-03,6,2024-07-03,"ALPHA-SEVERMAINT,K8  Maintenance - June",10000.00,1800.00,900.00,0.00,0.00,200.00,11600.00,COMPMAIN,0.00,shaji@flattrade.in
BankFile Generated,SC121,ALPHA BUSINESS SOLUTIONS PRIVATE LIMITED,2024-08-01,7,2024-08-01,"ALPHA-SEVERMAINT,K8 Maintenance - July-2024",10000.00,1800.00,1800.00,0.00,0.00,200.00,11600.00,COMPMAIN,0.00,shaji@flattrade.in
BankFile Generated,SC118,FINSPOT TECHNOLOGY SOLUTIONS PVT LTD,2024-08-05,INV-002290,2024-08-05,"FINSPOT-Swicth,Cisco Switch purchased",58800.00,10584.00,10584.00,0.00,0.00,0.00,69384.00,COM,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2024-08-12,56,2024-08-12,"VINOTH-GROCERIES,groceries and vegetables items purchased",1332.25,0.00,0.00,0.00,0.00,0.00,1332.25,EXP088,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2024-08-19,39,2024-08-19,"VINOTH-GROCERIES,groceries and vegetables items purchased",1171.48,0.00,0.00,0.00,0.00,0.00,1171.48,EXP088,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2024-08-28,18,2024-08-28,"VINOTH-GROCERIES,groceries and vegetables items purchased",1407.04,0.00,0.00,0.00,0.00,0.00,1407.04,EXP088,0.00,shaji@flattrade.in
Rejected,SC121,ALPHA BUSINESS SOLUTIONS PRIVATE LIMITED,2024-09-02,10,2024-09-02,"ALPHA-SEVERMAINT,K8 Maintenance - Aug-2024",10000.00,1800.00,1800.00,0.00,0.00,200.00,11600.00,COMPMAIN,0.00,shaji@flattrade.in
BankFile Generated,SC121,ALPHA BUSINESS SOLUTIONS PRIVATE LIMITED,2024-09-02,10,2024-09-02,"ALPHA-SEVERMAINT,K8 Maintenance - Aug-2024",10000.00,1800.00,1800.00,0.00,0.00,200.00,11600.00,COMPMAIN,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2024-09-06,43,2024-09-06,"SURESH-GROCERIES,groceries and vegetables items purchased",1796.00,0.00,0.00,0.00,0.00,0.00,1796.00,EXP088,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2024-09-17,0095907,2024-09-17,"SURESH-GROCERIES,groceries and vegetables items purchased",354.00,0.00,0.00,0.00,0.00,0.00,354.00,EXP088,0.00,shaji@flattrade.in
BankFile Generated,SC124,ODRWAYS SOLUTIONS PVT LTD,2024-09-02,ODR/24-25/465,2024-09-02,"ODRWAYS-LEGALFEE,Arbitration and concillation charges",9500.00,1620.00,1620.00,0.00,0.00,0.00,11120.00,EXP015,0.00,shaji@flattrade.in
BankFile Generated,SC124,ODRWAYS SOLUTIONS PVT LTD,2024-09-02,ODR/24-25/465,2024-09-02,"ODRWAYS-LEGALFEE,Arbitration and concillation charges",9500.00,1620.00,1620.00,0.00,0.00,0.00,11120.00,EXP015,0.00,shaji@flattrade.in
"Bill Approved,JV Posted",SC125,FINTECH PRODUCTS AND SOLUTIONS INDIA PRIVATE LIMIT,2024-09-06,FT/2024-25/088,2024-09-06,"FINTECH-ONBOARDING,Onboarding of fno trading account aggregator services",50000.00,9000.00,9000.00,0.00,0.00,1000.00,58000.00,COMPMAIN,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2024-09-24,2531,2024-09-24,"SURESH-GROCERIES,groceries and vegetables items purchased",2500.00,0.00,0.00,0.00,0.00,0.00,2500.00,EXP088,0.00,shaji@flattrade.in
BankFile Generated,SC118,FINSPOT TECHNOLOGY SOLUTIONS PVT LTD,2024-09-11,EST02367,2024-09-11,"FINSPOT-INFRA,Infra management service 21/07/2024 to 30/09/2024",348390.00,62710.20,62710.20,0.00,0.00,6968.00,404132.00,COMPMAIN,-0.20,shaji@flattrade.in
BankFile Generated,SC121,ALPHA BUSINESS SOLUTIONS PRIVATE LIMITED,2024-10-01,12,2024-10-01,"ALPHA-SEVERMAINT,K8 Maintenance  Sep-2024",10000.00,1800.00,1800.00,0.00,0.00,200.00,11600.00,COMPMAIN,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2024-10-03,000437,2024-10-03,"SURESH-GROCERIES,groceries and vegetables items purchased",6273.78,0.00,0.00,0.00,0.00,0.00,6273.78,EXP088,0.00,shaji@flattrade.in
BankFile Generated,SC120,RELIANCE JIO INFOCOMM LTD,2024-10-01,C33E242500095793,2024-10-01,"JIO-LEASELINE,Leaseline charges chennai HO period of 01/10/2024 to 31/12/2024",83749.98,15075.00,0.00,7537.50,7537.50,1675.00,97149.98,EXP011,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2024-09-15,44,2024-09-15,"SURESH-GROCERIES,groceries and vegetables items purchased",670.61,0.00,0.00,0.00,0.00,0.00,670.61,EXP088,0.00,shaji@flattrade.in
Rejected,SC126,BAJAI ALLIANZ INSURANCE COMPANY LTD,2024-09-06,1501-01547034,2024-09-06,"BAJAI-INSURANCE,Health insuarnce",27428.00,0.00,0.00,0.00,0.00,0.00,27428.00,EXP003,0.00,shaji@flattrade.in
BankFile Generated,SC126,BAJAI ALLIANZ INSURANCE COMPANY LTD,2024-09-20,1501-01550884,2024-09-20,"BAJAI-INSURANCE,Health insurance",73986.00,0.00,0.00,0.00,0.00,0.00,73986.00,EXP003,0.00,shaji@flattrade.in
Rejected,SC126,BAJAI ALLIANZ INSURANCE COMPANY LTD,2024-09-06,150101550884,2024-09-06,"BAJAI-INSURANCE,Health insurance",274628.00,0.00,0.00,0.00,0.00,0.00,274628.00,EXP003,0.00,shaji@flattrade.in
BankFile Generated,SC112,ASSOCIATION OF NATIONAL EXCHANGES MEMBERS OF INDIA,2024-10-19,PINS/24-25/004,2024-10-19,"ANMI-PROFESSIONALFEE,Professional charges of Advocate in the matter of Tradetron SCN",60000.00,10800.00,0.00,5400.00,5400.00,0.00,70800.00,EXP015,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2024-10-24,51,2024-10-24,"SURESH-GROCERIES,groceries and vegetables items purchased",1719.63,0.00,0.00,0.00,0.00,0.00,1719.63,EXP088,0.00,shaji@flattrade.in
Rejected,SC121,ALPHA BUSINESS SOLUTIONS PRIVATE LIMITED,2024-11-01,14,2024-11-01,"ALPHA-SEVERMAINT,K8 Maintenance  Oct-2024",10000.00,1800.00,1800.00,0.00,0.00,200.00,11600.00,COMPMAIN,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2024-11-03,6396,2024-11-03,"SURESH-GROCERIES,groceries items purchased",421.00,0.00,0.00,0.00,0.00,0.00,421.00,EXP088,0.00,shaji@flattrade.in
Rejected,SC121,ALPHA BUSINESS SOLUTIONS PRIVATE LIMITED,2024-11-01,15,2024-11-01,"ALPHA-SEVERMAINT,K8 Maintenance  Oct-2024",10000.00,1800.00,1800.00,0.00,0.00,200.00,11600.00,COMPMAIN,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2024-11-05,32,2024-11-05,"VINOTH-GROCERIES,groceries and vegetables items purchased",1320.27,0.00,0.00,0.00,0.00,0.00,1320.27,EXP088,0.00,shaji@flattrade.in
BankFile Generated,SC121,ALPHA BUSINESS SOLUTIONS PRIVATE LIMITED,2024-11-01,16,2024-11-01,"ALPHA-SEVERMAINT,K8 Maintenance  Oct-2024",10000.00,1800.00,0.00,900.00,900.00,200.00,11600.00,COMPMAIN,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2024-11-11,22,2024-11-11,"SURESH-GROCERIES,groceries and vegetables items purchased. old bill amt-421+1320.27=1741.27new bill amt-4360.94 eligible amount for the per person-5000(421+1320.27=1741.27 paid)5000-1741.27+3258.73 balance amt",3258.73,0.00,0.00,0.00,0.00,0.00,3258.73,EXP088,0.00,shaji@flattrade.in
BankFile Generated,SC118,FINSPOT TECHNOLOGY SOLUTIONS PVT LTD,2024-11-20,INV-002461,2024-11-20,"FINSPOT-SERVER,Server purchased HPE DL 365 GEN 10 Plus Processor",1195000.00,215100.00,215100.00,0.00,0.00,0.00,1410100.00,COM,0.00,shaji@flattrade.in
BankFile Generated,SC118,FINSPOT TECHNOLOGY SOLUTIONS PVT LTD,2024-11-01,FT007082,2024-10-29,"FINSPOT-INFRA,Infra management service 01/10/2024 to 31/12/2024",450000.00,81000.00,81000.00,0.00,0.00,9000.00,522000.00,COMPMAIN,0.00,shaji@flattrade.in
BankFile Generated,SC127,APS FACILITY SERVICES,2024-12-01,APS/2024/0001,2024-12-01,"APS-HKSERVICES,Services Charges for house keeping for the month of Nov-2024",56657.00,10198.26,0.00,5099.13,5099.13,1133.00,65722.26,EXP056,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2024-12-08,0147470,2024-12-08,"URESH-GROCERIES,groceries and  items purchased",515.00,0.00,0.00,0.00,0.00,0.00,515.00,EXP088,0.00,shaji@flattrade.in
BankFile Generated,SC121,ALPHA BUSINESS SOLUTIONS PRIVATE LIMITED,2024-12-02,16-1,2024-12-02,"ALPHA-SEVERMAINT,K8 Maintenance  Nov-2024",10000.00,1800.00,0.00,900.00,900.00,200.00,11600.00,COMPMAIN,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2024-12-18,192,2024-12-18,"URESH-GROCERIES,groceries and  items purchased",751.18,0.00,0.00,0.00,0.00,0.00,751.18,EXP088,0.00,shaji@flattrade.in
Rejected,SC123,GUEST HOUSE EXPENSES,2024-12-18,1077,2024-12-18,"URESH-GROCERIES,groceries and  items purchased",1002.00,0.00,0.00,0.00,0.00,0.00,1002.00,EXP088,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2024-12-20,76,2024-12-20,"URESH-GROCERIES,groceries and  items purchased",1277.51,0.00,0.00,0.00,0.00,0.00,1277.51,EXP088,0.00,shaji@flattrade.in
Rejected,SC123,GUEST HOUSE EXPENSES,2024-12-27,1131,2024-12-27,"SURESH-RICE,Rice  5KG purchased",475.00,0.00,0.00,0.00,0.00,0.00,475.00,EXP088,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2024-12-27,29,2024-12-27,"SURESH-GROCERIES,groceries and  items purchased",1801.27,0.00,0.00,0.00,0.00,0.00,1801.27,EXP088,0.00,shaji@flattrade.in
Rejected,SC123,GUEST HOUSE EXPENSES,2024-12-30,160769,2024-12-30,"SURESH-GROCERIES,groceries  items purchased",1107.00,0.00,0.00,0.00,0.00,0.00,1107.00,EXP088,0.00,shaji@flattrade.in
BankFile Generated,SC127,APS FACILITY SERVICES,2025-01-01,APS/2024/0004,2025-01-01,"APS-HKSERVICES,Services Charges for house keeping for the month of Dec-2024",56657.00,10198.26,0.00,5099.13,5099.13,1133.00,65722.26,EXP056,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2025-01-03,A000936,2025-01-03,"VINOTH-LEDPANEL,LED panel 12w  eco light purchased",262.72,47.28,0.00,0.00,0.00,0.00,310.00,EXP088,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2025-01-02,3,2025-01-02,"SURESH-GROCERIES,groceries  items purchased",1652.85,0.00,0.00,0.00,0.00,0.00,1652.85,EXP088,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2024-12-31,112536,2024-12-31,"SURESH-GROCERIES,groceries  items purchased",681.00,0.00,0.00,0.00,0.00,0.00,681.00,EXP088,0.00,shaji@flattrade.in
BankFile Generated,SC121,ALPHA BUSINESS SOLUTIONS PRIVATE LIMITED,2025-01-02,17,2024-12-02,"ALPHA-SEVERMAINT,K8 Maintenance  Dec-2024",10000.00,1800.00,0.00,900.00,900.00,200.00,11600.00,COMPMAIN,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2025-01-03,77,2025-01-03,"SURESH-GROCERIES,groceries  items purchased",2245.74,0.00,0.00,0.00,0.00,0.00,2245.74,EXP088,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2025-01-12,13,2025-01-12,"SURESH-GROCERIES,groceries  items purchased",2068.00,0.00,0.00,0.00,0.00,0.00,2068.00,EXP088,0.00,shaji@flattrade.in
BankFile Generated,SC120,RELIANCE JIO INFOCOMM LTD,2025-01-01,C33E242500159515,2025-01-01,"JIO-PRI, jio PRI charges chennai December-2024",6760.65,1216.92,0.00,608.46,608.46,135.00,7842.57,EXP011,0.00,shaji@flattrade.in
BankFile Generated,SC120,RELIANCE JIO INFOCOMM LTD,2025-01-01,C33E242500155606,2025-01-01,"JIO-LEASELINE,Leaseline charges chennai HO period of 01/01/2025 to 31/03/2025",83749.98,15075.00,0.00,7537.50,7537.50,1675.00,97149.98,EXP011,0.00,shaji@flattrade.in
BankFile Generated,SC118,FINSPOT TECHNOLOGY SOLUTIONS PVT LTD,2025-01-04,INV-002506,2025-01-04,"FINSPOT-INFRA,Infra management service 01/01/2025 to 31/03/2025",450000.00,81000.00,81000.00,0.00,0.00,9000.00,522000.00,COMPMAIN,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2025-01-21,6,2025-01-21,"SURESH-GROCERIES,groceries  items purchased",448.73,0.00,0.00,0.00,0.00,0.00,448.73,EXP088,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2025-01-18,132,2025-01-18,"SELVA-GROCERIES,groceries  items purchased",2393.35,0.00,0.00,0.00,0.00,0.00,2393.35,EXP088,0.00,shaji@flattrade.in
Rejected,SC121,ALPHA BUSINESS SOLUTIONS PRIVATE LIMITED,2025-02-01,18,2025-02-01,"ALPHA-SEVERMAINT,K8 Maintenance  Jan-2025",10000.00,1800.00,0.00,900.00,900.00,200.00,11600.00,COMPMAIN,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2025-01-29,8,2025-01-29,"SURESH-GROCERIES,groceries  items purchased",1714.96,0.00,0.00,0.00,0.00,0.00,1714.96,EXP080,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2025-01-02,7557,2025-01-02,"HAROON-GROCERIES,groceries  items purchased",480.00,0.00,0.00,0.00,0.00,0.00,480.00,EXP088,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2025-02-02,3887,2025-02-02,"HAROON-GROCERIES,groceries  items purchased 1783+308=2091",2091.00,0.00,0.00,0.00,0.00,0.00,2091.00,EXP088,0.00,shaji@flattrade.in
BankFile Generated,SC127,APS FACILITY SERVICES,2025-02-01,APS/024/0006,2025-02-01,"APS-HKSERVICES,Services Charges for house keeping for the month of Jan-2025",56657.00,10198.26,0.00,5099.13,5099.13,1133.00,65722.00,EXP056,-0.26,shaji@flattrade.in
BankFile Verified,SC121,ALPHA BUSINESS SOLUTIONS PRIVATE LIMITED,2025-02-01,18-1,2025-02-01,"ALPHA-SEVERMAINT,K8 Maintenance  Jan-2025",15000.00,2700.00,0.00,1350.00,1350.00,300.00,17400.00,COMPMAIN,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2025-02-09,13323999000008,2025-02-09,"HAROON-GROCERIES,groceries  items purchased 240+2001+664+398=3303",3303.00,0.00,0.00,0.00,0.00,0.00,3303.00,EXP088,0.00,shaji@flattrade.in
BankFile Generated,SC120,RELIANCE JIO INFOCOMM LTD,2025-02-02,531000278697,2025-02-02,"JIO-PRI, jio PRI charges chennai Jan-2025",14004.19,2520.76,0.00,1260.38,1260.38,280.00,16244.95,EXP011,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2025-02-12,839923813,2025-02-12,"HAROON-GROCERIES,groceries  items purchased 676+192+38+1559+454=2919",2919.00,0.00,0.00,0.00,0.00,0.00,2919.00,EXP088,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2025-02-15,77956,2025-02-15,"HAROON-COOKER,Idly cooker purchased for Jabalpur guest house",1049.00,0.00,0.00,0.00,0.00,0.00,1049.00,EXP088,0.00,shaji@flattrade.in
Rejected,SC111,NOMOLOGY TECHNOLOGY PVT. LTD,2025-02-20,CNSA0447-24-00EK,2025-02-20,"NTPL-LEGALFEES,Legal fees",3840.00,691.20,691.20,0.00,0.00,0.00,4531.00,EXP015,-0.20,shaji@flattrade.in
BankFile Generated,SC111,NOMOLOGY TECHNOLOGY PVT. LTD,2025-02-20,CNSA0447-24-00EK-1,2025-02-20,"NTPL-LEGALFEES,Legal fees",3840.00,691.20,691.20,0.00,0.00,0.00,4531.00,EXP015,-0.20,shaji@flattrade.in
BankFile Generated,SC113,TICKER DATA,2025-02-01,MH2425001754,2025-02-01,"TICKER-LICENCE,Licence service 05/12/2024 to 04/12/2025 Total payabale amount-1147500",675000.00,121500.00,121500.00,0.00,0.00,13500.00,783000.00,EXP089,0.00,shaji@flattrade.in
BankFile Generated,SC113,TICKER DATA,2025-01-01,MH2425001760,2025-01-01,"TICKER-LAYER,Implementation of middle layer charges new Already paid 16/11/2024 (amount=1186722) gst amount not released",1350000.00,243000.00,243000.00,0.00,0.00,27000.00,1566000.00,EXP089,0.00,shaji@flattrade.in
BankFile Generated,SC113,TICKER DATA,2025-01-01,MH2425001753,2025-01-01,"TICKER-License,License implementation new Already paid-04-04-2024",675000.00,121500.00,121500.00,0.00,0.00,13500.00,783000.00,EXP089,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2025-02-24,89627,2025-02-24,"HAROON-GROCERIES,groceries  items purchased 2456+308+4+427+38+4+363=3600",3600.00,0.00,0.00,0.00,0.00,0.00,3600.00,EXP088,0.00,shaji@flattrade.in
BankFile Verified,SC121,ALPHA BUSINESS SOLUTIONS PRIVATE LIMITED,2025-03-01,19,2025-03-01,"ALPHA-SEVERMAINT,K8 Maintenance  Feb-2025",15000.00,2700.00,0.00,1350.00,1350.00,300.00,17400.00,COMPMAIN,0.00,meena@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2025-03-03,C81452T240034360,2025-02-27,"HAROON-GROCERIES,groceries  items purchased 447+39+4+570+4+1787+658+4+414+4=3931",3931.00,0.00,0.00,0.00,0.00,0.00,3931.00,EXP088,0.00,meena@flattrade.in
BankFile Generated,SC118,FINSPOT TECHNOLOGY SOLUTIONS PVT LTD,2025-03-05,NV-002628,2025-03-05,"FINSPOT-SERVER,Server purchased HPE DL360 Generation 10 Plus Processor",950000.00,171000.00,171000.00,0.00,0.00,0.00,1121000.00,COM,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2025-03-09,61938,2025-03-09,"HAROON-GROCERIES,groceries  items purchased 1959+242+4+487+4+323+90+4+249+40+4+466+4=3876",3876.00,0.00,0.00,0.00,0.00,0.00,3876.00,EXP088,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2025-03-16,894570492,2025-03-16,"HAROON-GROCERIES,groceries  items purchased 1418+452+4+730+4=2608",2608.00,0.00,0.00,0.00,0.00,0.00,2608.00,EXP088,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2025-03-19,899573171,2025-03-19,"HAROON-GROCERIES,groceries purchased 552+4+1842.68+586+4+530+60+4=3582.68(Total=3582.68+9351= 12933.68)                                                     (old  bills=2867+3876+2608=9351)",3582.68,0.00,0.00,0.00,0.00,0.00,3582.68,EXP088,0.00,shaji@flattrade.in
BankFile Verified,SC121,ALPHA BUSINESS SOLUTIONS PRIVATE LIMITED,2025-04-01,1,2025-04-01,"ALPHA-SEVERMAINT,K8 Maintenance  MAR-2025",15000.00,2700.00,0.00,1350.00,1350.00,300.00,17400.00,COMPMAIN,0.00,shaji@flattrade.in
BankFile Generated,SC123,GUEST HOUSE EXPENSES,2025-03-30,918693684,2025-03-30,"HAROON-GROCER,groceries purchased.1447.92+332+4+583+4=2370.92 (Total=3582.68+9351+2370.92 =15304.60)",2370.92,0.00,0.00,0.00,0.00,0.00,2370.92,EXP088,0.00,elakiya.r@flattrade.in
BankFile Generated,SC120,RELIANCE JIO INFOCOMM LTD,2025-04-03,551500258259,2025-04-03,"JIO-PRI, jio PRI charges chennai Mar-2025",12555.48,2259.98,0.00,1129.99,1129.99,251.00,14564.46,EXP011,0.00,shaji@flattrade.in
BankFile Verified,SC120,RELIANCE JIO INFOCOMM LTD,2025-04-03,C33E252600000386,2025-04-03,"JIO-LEASELINE,Leaseline charges chennai HO period of 01/04/2025 to 30/06/2025",83749.98,15075.00,0.00,7537.50,7537.50,1675.00,97149.98,EXP011,0.00,shaji@flattrade.in
BankFile Verified,SC124,ODRWAYS SOLUTIONS PVT LTD,2025-03-31,ODR/24/25/714,2025-03-31,"ODRWAYS-LEGALFEE,Arbitration and concillation charges",3840.00,691.20,691.20,0.00,0.00,0.00,4531.20,EXP015,0.00,shaji@flattrade.in
BankFile Verified,SC118,FINSPOT TECHNOLOGY SOLUTIONS PVT LTD,2025-04-04,INV-002696,2025-04-04,"FINSPOT-INFRA,Infra management service 01/04/2025 to 30/06/2025",450000.00,81000.00,81000.00,0.00,0.00,9000.00,522000.00,COM,0.00,shaji@flattrade.in
